list_name,name,label::english,governorate
location,YE20053310800,Al-Salaf,
location,YE20053310400,Al-Sourah,
location,YE20053310500,Dar Al-Naeem,
location,YE20053310700,Hasabrah,
location,YE20053410200,Al-Haqaq,
location,YE20053410100,Ghab,
location,YE20053410400,Haydhan,
location,YE20053410300,Rahsh,
location,YE20053510200,Al-Hamrah,
location,YE20053510400,Al-Masheb,
location,YE20053510600,Al-Qabel,
location,YE20053510100,Al-Yafaei,
location,YE20053510300,Al-Zeilah,
location,YE20053510500,Bani Amer,
location,YE20053610500,Al-Dar,
location,YE20053610400,Al-Mazabah,
location,YE20053610100,Al-Sharaf,
location,YE20053610300,Al-Soulah,
location,YE20053610200,Taljabeel,
location,YE20053710400,Al-Hazr,
location,YE20053710200,Al-Hesn (Fort),
location,YE20053710300,Al-Qasabah,
location,YE20053710100,Arwan,
location,YE20053810100,Al-Dhohr,
location,YE20053810200,Madh'hd,
location,YE20053910200,Amr Al-Safel,
location,YE20053910100,Omar Al-Aali,
location,YE20054010700,Abeid Jabal,
location,YE20054011100,Al-Areish,
location,YE20054011200,Al-Dar,
location,YE20054010300,Al-Fajrah,
location,YE20054010500,Al-Herw,
location,YE20054010600,Al-Huson,
location,YE20054011000,Al-Kemah,
location,YE20054010100,Al-Malafej,
location,YE20054010400,Al-Qodm,
location,YE20054010900,Al-Saleuo,
location,YE20054010200,Arashan,
location,YE20054011400,Bait Omar,
location,YE20054011300,Khaleef,
location,YE20054011600,Rakhmah Al-Alyah,
location,YE20054011500,Rakhmah Al-Safelah,
location,YE20054010800,Sateeh,
location,YE20054110700,Al-Dhafeer,
location,YE20054111000,Al-Jaloub,
location,YE20054111500,Al-Jamoumah,
location,YE20054110300,Al-Mahazemah,
location,YE20054111600,Al-Neihah,
location,YE20054110600,Al-Qata,
location,YE20054110800,Al-Qouz,
location,YE20054110400,Al-Sharyob,
location,YE20054110900,Al-Zeilah,
location,YE20054111400,Hashelah Mountain,
location,YE20054111300,Howaiz Mountain,
location,YE20054110500,Jashamah,
location,YE20054110200,khabah,
location,YE20054111200,Laylout,
location,YE20054111100,Shab Al-Safa,
location,YE20054110100,Talouh,
location,YE20054210100,Al-Aamaq,
location,YE20054210200,Al-Halabah,
location,YE20054210300,Al-Manjadah,
location,YE20054210600,Al-Nashm,
location,YE20054210400,Mahdath,
location,YE20054210500,Wadyah,
location,YE20054310400,Al-Shaeeb,
location,YE20054310100,Al-Shaqr,
location,YE20054310500,Dhalman Al-Safel,
location,YE20054310200,Dhulman,
location,YE20054310300,Nahdan,
location,YE20054410600,Al-Jawjabah,
location,YE20054410200,Al-Mansourah,
location,YE20054410300,Al-Qetah,
location,YE20054410400,Bait Qazeem,
location,YE20054410100,Bait Sadan,
location,YE20054410500,Jaran,
location,YE20054510800,Al-Camelah,
location,YE20054511000,Al-Hajr,
location,YE20054510100,Al-Hamra'a,
location,YE20054511100,Al-Khadhra,
location,YE20054510200,Al-Lakyah,
location,YE20054510900,Al-Seqah,
location,YE20054510700,Aryoubah,
location,YE20054510500,Matthasah,
location,YE20054510600,Noufan,
location,YE20054510400,Qarhaz,
location,YE20054510300,Sharf Bani Salam,
location,YE20054610500,Acabat,
location,YE20054610900,Al-Dhafeer,
location,YE20054610400,Al-Fajrah,
location,YE20054610300,Al-Kharabah,
location,YE20054610100,Al-Kharbeh,
location,YE20054610200,Al-Marhah,
location,YE20054610700,Al-Shamryah,
location,YE20054610800,Al-Thaluth,
location,YE20054610600,Aqbi,
location,YE20054611000,Tharouh,
location,YE20054710600,Al-Acamah,
location,YE20054710400,Al-Aqreyah,
location,YE20054710700,Al-Asajeh,
location,YE20054711100,Al-Dabi Fort,
location,YE20054710300,Al-Er,
location,YE20054711300,Al-Jaza,
location,YE20054710200,Al-Mahareer,
location,YE20054710500,Al-Matamer,
location,YE20054710100,Al-Qurah,
location,YE20054710900,Al-Rebat,
location,YE20054711200,Al-Sawadehah,
location,YE20054711400,Jamrah,
location,YE20054711000,Raymoun,
location,YE20054710800,Salaf Ghorabi,
location,YE20054813200,Al-Ajwas,
location,YE20054812200,Al-Aredhah,
location,YE20054811500,Al-Dhabrah,
location,YE20054810300,Al-Hejabi,
location,YE20054811200,Al-Heyaj,
location,YE20054810600,Al-Jodod,
location,YE20054810900,Al-Mahmay,
location,YE20054812900,Al-Mahrabah,
location,YE20054813000,Al-Majarein,
location,YE20054813100,Al-Mansad,
location,YE20054811100,Al-Mathenah,
location,YE20054812600,Al-Mazabah,
location,YE20054812100,Al-Meshrah,
location,YE20054811600,Al-Nablah,
location,YE20054811800,Al-Neqarah,
location,YE20054811300,Al-Neyah,
location,YE20054813400,Al-Qase'e,
location,YE20054813300,Al-Qasou,
location,YE20054810700,Al-Qouz,
location,YE20054812500,Al-Sahlah,
location,YE20054812400,Al-Seifarah Al-Alyah,
location,YE20054811900,Bait Al-Khamri,
location,YE20054812700,Bait Al-Mawed,
location,YE20054810100,Bani Obad,
location,YE20054810500,Harazi Mountain,
location,YE20054812300,Jabal Hashem,
location,YE20054811400,Kemat Falah,
location,YE20054812800,Maqre Mountain,
location,YE20054810200,Maseehq,
location,YE20054812000,Rabahah,
location,YE20054811000,Salfahi Al-Ali,
location,YE20054810800,Shadhof,
location,YE20054811700,Shajbah,
location,YE20054810400,Taqrom,
location,YE20054913900,Abzar,
location,YE20054910200,Al-Aqrun,
location,YE20054910100,Al-Aramyah,
location,YE20054912500,Al-Ashry,
location,YE20054910400,Al-Barorah,
location,YE20054912100,Al-Dhabry,
location,YE20054912700,Al-Dhahd,
location,YE20054911100,Al-Dhuhrah,
location,YE20054910300,Al-Hadbah,
location,YE20054910900,Al-Jaboub,
location,YE20054910500,Al-Juareerah,
location,YE20054912200,Al-Mahaqerah,
location,YE20054913700,Al-Mahjar,
location,YE20054911700,Al-Mahrabah,
location,YE20054910600,Al-Mahsen,
location,YE20054913300,Al-Marqab,
location,YE20054912800,Al-Masw,
location,YE20054911600,Al-Mazabah,
location,YE20054913800,Al-Mehdhar,
location,YE20054912900,Al-Mhyodh,
location,YE20054912600,Al-Neihah,
location,YE20054911200,Al-Qara'a,
location,YE20054912300,Al-Qarn,
location,YE20054911400,Al-Qouz,
location,YE20054913400,Al-Rebat,
location,YE20054913100,Al-Salm,
location,YE20054914100,Bait Senan,
location,YE20054911300,Bani Al-Absi,
location,YE20054912400,Bani Al-Jamal,
location,YE20054914000,Bani Al-Samhi,
location,YE20054911500,Bani Baheer,
location,YE20054913600,Hajl,
location,YE20054913000,Hawdah,
location,YE20054910700,Hawrah,
location,YE20054911800,Jarandab,
location,YE20054913500,Makad,
location,YE20054911000,Qura'ah,
location,YE20054911900,Sawah,
location,YE20054910800,Sawla,
location,YE20054913200,Sawman Mountain,
location,YE20054912000,Sheeb,
location,YE20055010400,Abr Shuayb,
location,YE20055010500,Al-Demnah,
location,YE20055010700,Al-Masanae,
location,YE20055010300,Al-Sarj,
location,YE20055010600,Al-Wahtah,
location,YE20055010200,Haleel,
location,YE20055010100,Sahmah,
location,YE20055010800,Salheef,
location,YE20055110100,Al-Lacamah,
location,YE20055110200,Al-Mawsal,
location,YE20055210500,Al-Cawlah,
location,YE20055210100,Al-Hesn (Fort),
location,YE20055210200,Al-Mefrah,
location,YE20055210400,Al-Sahah,
location,YE20055210300,Labat,
location,YE20055210600,Nawshan,
location,YE20055310500,Al-Atarah,
location,YE20055310300,Al-Jobjob,
location,YE20055310400,Al-Najareen,
location,YE20055310200,Al-Qaryah,
location,YE20055310100,Al-Sarhah,
location,YE20055410300,Al-Mahal,
location,YE20055410400,Al-Muadalah,
location,YE20055410100,Al-Qashri,
location,YE20055410200,Al-Rakb,
location,YE20055510300,Hulboub,
location,YE20055510200,Jawfah,
location,YE20055510100,Qehs,
location,YE20055610300,Al-Mahal,
location,YE20055610100,Al-Thera,
location,YE20055610200,Meinah,
location,YE20055710400,Al-Dar,
location,YE20055710800,Al-Maqalehah,
location,YE20055710600,Al-Masraei,
location,YE20055710300,Al-Qahlah,
location,YE20055710200,Al-Rahb,
location,YE20055710700,Al-Shamah,
location,YE20055710500,Bahadh,
location,YE20055710100,Maghrabat Al-Heim,
location,YE20055810700,Al-Hamra'a,
location,YE20055810200,Al-Hamri,
location,YE20055810400,Al-Qefa,
location,YE20055810500,Al-Rebat,
location,YE20055810600,Malam,
location,YE20055810300,Mazabah Al-Jaradi,
location,YE20055810100,Mazabat Al-Hbeeshah,
location,YE20055910500,Al-Jaboub,
location,YE20055910600,Al-Masarah,
location,YE20055910400,Al-Mathrah,
location,YE20055910200,Al-Sublah,
location,YE20055910100,Bani Matar,
location,YE20055910300,Thari Mountain,
location,YE20056010200,Adanah,
location,YE20056010500,Al-Abasi,
location,YE20056010100,Al-Dhuhrah,
location,YE20056010600,Al-Hawf,
location,YE20056010400,Al-Mazeb,
location,YE20056010300,Esaq,
location,YE20056110200,Al-Ajbar,
location,YE20056110500,Al-Melamah,
location,YE20056110400,Lacam,
location,YE20056110300,Meiad,
location,YE20056110100,Saqmah,
location,YE20056210900,Al-Dar,
location,YE20056210500,Al-Dhafeer,
location,YE20056211100,Al-hareimah,
location,YE20056210200,Al-Mahal,
location,YE20056211000,Al-Meihal,
location,YE20056210100,Al-Talbi,
location,YE20056210700,Areejah,
location,YE20056210300,Atef Fort,
location,YE20056210800,Hajrah,
location,YE20056210600,Mahal Al-Ajabi,
location,YE20056210400,Walah,
location,YE20056310300,Adf,
location,YE20056310700,Al-Mehraq,
location,YE20056310600,Al-Shaeer,
location,YE20056310100,Al-Shara,
location,YE20056310200,Bani Ayub,
location,YE20056310500,Cabth,
location,YE20056311000,Cadashi Al-Arashi,
location,YE20056310800,Halmah,
location,YE20056310400,Qableet,
location,YE20056310900,Tahmod,
location,YE20056311100,Taneb,
location,YE20056410300,Abr Ashar,
location,YE20056410200,Al-Ghurabi,
location,YE20056410700,Al-Hesn (Fort),
location,YE20056410100,Al-Ranf,
location,YE20056410400,Al-Zahwah,
location,YE20056410600,Joudman,
location,YE20056410500,Makhdourah,
location,YE20056510500,Abr Sabri,
location,YE20056510800,Al-Hujrah Al-Olya,
location,YE20056510300,Al-Hujrah Al-Safelah,
location,YE20056510200,Al-Mahjeer,
location,YE20056510600,Al-Solfah Al-Olya,
location,YE20056510700,Al-SolfahAl-Safelah,
location,YE20056510400,Betah,
location,YE20056510100,Dhabah,
location,YE20056611300,Abr Hasan,
location,YE20056611200,Al-Ajor,
location,YE20056610200,Al-Areim,
location,YE20056610500,Al-Hamr,
location,YE20056610100,Al-Harf,
location,YE20056611000,Al-Heymah,
location,YE20056611100,Al-Mahjar,
location,YE20056610900,Al-Shaqr,
location,YE20056610300,Al-Sharaf,
location,YE20056610600,Arsh,
location,YE20056610400,Hajrah,
location,YE20056610700,Khader,
location,YE20056610800,Manaesh,
location,YE20056710300,Al-Dhuhrah,
location,YE20056710800,Al-Hujrah,
location,YE20056710100,Al-Jabal,
location,YE20056711000,Al-Jamemah,
location,YE20056710200,Al-Shab,
location,YE20056710600,Bani Shayban,
location,YE20056710900,Jahadae,
location,YE20056710500,Mahdeet,
location,YE20056710400,Shab Al-Salb,
location,YE20056710700,Sharahah,
location,YE20056810100,Al-Aatom,
location,YE20056810300,Al-Jobjob,
location,YE20056810800,Al-Maghareb - Souq Al-Qat,
location,YE20056810400,Hour,
location,YE20056810500,Maghrabah,
location,YE20056810600,Qalhah,
location,YE20056810200,Qatouh,
location,YE20056810700,Razhan,
location,YE20056910700,Al-Ahwaz,
location,YE20056910600,Al-Dhabrat,
location,YE20056911300,Al-Hayfah,
location,YE20056910200,Al-Lacamah,
location,YE20056910500,Al-Mahal,
location,YE20056911000,Al-Manoukh,
location,YE20056911100,Al-Sabd,
location,YE20056910300,Al-Sadad,
location,YE20056910400,Al-Wehdah Market,
location,YE20056911200,Mehnah,
location,YE20056910100,Sabouhah,
location,YE20056910800,Yad'ha Al-Olya,
location,YE20056910900,Yad'ha Al-Sofla,
location,YE20057010300,Al-Barh,
location,YE20057010200,Al-Qein,
location,YE20057010100,Al-Tefn,
location,YE20057010400,Al-Wadi,
location,YE20057110200,Al-Sheesah,
location,YE20057110100,Yana,
location,YE20057210100,Al-Qeshb,
location,YE20057310600,Al-Ahcal,
location,YE20057310300,Al-Fajrah,
location,YE20057310500,Al-Gharadh,
location,YE20057310200,Al-Jodami,
location,YE20057310800,Al-Sad,
location,YE20057310400,Al-Shaberah,
location,YE20057310700,Hadheerah,
location,YE20057310100,Haqbah,
location,YE20057410700,Al-Ahwad,
location,YE20057410400,Al-Ajlab,
location,YE20057410300,Al-Awshah,
location,YE20057411100,Al-Dhalah,
location,YE20057410800,Al-Fawdal,
location,YE20057410200,Al-Hayfah,
location,YE20057411000,Al-Jahrah,
location,YE20057410500,Al-Mebahyah,
location,YE20057410100,Hajrah,
location,YE20057410900,Nakhrah,
location,YE20057410600,Shabah,
location,YE20057510200,Al-Gharbi,
location,YE20057510300,Al-Masatah,
location,YE20057510100,Ras Cabeerah,
location,YE20057610600,Al-Ashaour,
location,YE20057610500,Al-Darah,
location,YE20057611100,Al-Haqr,
location,YE20057611200,Al-Mathafeer,
location,YE20057610700,Al-Mayen,
location,YE20057610800,Al-Mewad,
location,YE20057610200,Al-Qubah,
location,YE20057610900,Al-Sahlah,
location,YE20057611000,Al-Selah,
location,YE20057610100,Al-Sharaf,
location,YE20057610300,Hasb,
location,YE20057610400,Thee Yanof,
location,YE20057711700,Al-Ahwal,
location,YE20057710900,Al-Arsh,
location,YE20057710500,Al-Ashrour,
location,YE20057710700,Al-Barh,
location,YE20057711000,Al-Dhabr,
location,YE20057710800,Al-Dhafr,
location,YE20057711800,Al-Hadadein,
location,YE20057710600,Al-hareimah,
location,YE20057710100,Al-Hawlah,
location,YE20057710300,Al-Houd,
location,YE20057711200,Al-Maidan,
location,YE20057711900,Al-Mamdouri,
location,YE20057711400,Al-Maqdhadh,
location,YE20057711100,Al-Wadi,
location,YE20057710200,Bani Mahmmod,
location,YE20057710400,Hadhour,
location,YE20057711500,Khalf,
location,YE20057711300,Qasht,
location,YE20057711600,Qateibah Al-Alyah,
location,YE20062110700,Afdhah,
location,YE20062100100,Al-Dan,
location,YE20062110200,Al-Mas'hal,
location,YE20062110300,Al-Qalah,
location,YE20062110100,Al-Sahlah,
location,YE20062110600,Hajar Aswad,
location,YE20062110500,Makhdourah,
location,YE20062110400,Qawhah,
location,YE20062210100,Al-Rawdhah,
location,YE20062210200,Al-Shab,
location,YE20062210300,Al-Shareyah,
location,YE20062310600,Al-Asad,
location,YE20062310700,Al-Dhuhrah,
location,YE20062310300,Al-Labs,
location,YE20062310500,Al-Maidan,
location,YE20062310100,Jadwah,
location,YE20062310200,Marenah,
location,YE20062310400,Mathlab,
location,YE20062410400,Al-Ahb,
location,YE20062410700,Al-Aredhah,
location,YE20062410800,Al-Heirah,
location,YE20062410600,Al-Mezna,
location,YE20062410200,Al-Sharaf,
location,YE20062410500,Bait Al-Wadi,
location,YE20062410100,Qufa Al-Jabal,
location,YE20062410300,Wasat Al-Atb,
location,YE20062510800,Al-Harf,
location,YE20062510700,Al-Kharbeh,
location,YE20062511200,Al-Quhad,
location,YE20062510500,Al-Rakb,
location,YE20062510600,Al-Sharqi,
location,YE20062510900,Al-Shusr,
location,YE20062510300,Dalami,
location,YE20062510100,Hafrah,
location,YE20062511400,Hanth,
location,YE20062511100,Maghrabah Al-Shosr,
location,YE20062511300,Masarah,
location,YE20062510400,Qorm Mountain,
location,YE20062510200,Thee Asbalah,
location,YE20062511000,Thee Madar,
location,YE20062610400,Al-Amrash,
location,YE20062610100,Al-Haqeeb,
location,YE20062610300,Al-Sharaf,
location,YE20062610200,Maskhanah,
location,YE20062710100,Al-Haqeebah,
location,YE20062710700,Al-Mahdoud,
location,YE20062710200,Al-Masnam,
location,YE20062710900,Al-Qaryah Al-Alyah,
location,YE20062710800,Al-Sawhar,
location,YE20062710300,Al-Solfah,
location,YE20062710600,Amd,
location,YE20062710400,Bait Al-Aredhah,
location,YE20062710500,De Jameil,
location,YE20062711000,Qarhaj,
location,YE20062810200,Al-Adani,
location,YE20062810100,Al-Haqr,
location,YE20062810400,Al-Raseen,
location,YE20062810300,Dasheem,
location,YE20062911200,Al-Asti Al-Ali,
location,YE20062910400,Al-Asti Al-Safel,
location,YE20062910300,Al-Athari,
location,YE20062910800,Al-Barh,
location,YE20062910900,Al-Dhabai,
location,YE20062910500,Al-Hawf,
location,YE20062911100,Al-Mewad,
location,YE20062910100,Asawerah,
location,YE20062910600,Hazaz,
location,YE20062910700,Mawsah,
location,YE20062910200,Sadad Yamer,
location,YE20062911300,Sarar Al-Safel,
location,YE20062911000,Serar Al-Ali,
location,YE20063010300,Al-Aden,
location,YE20063010800,Al-Hadad,
location,YE20063010500,Al-Maezi,
location,YE20063010600,Al-Mawtheb Al-Ali,
location,YE20063010900,Al-Qarhaz,
location,YE20063010200,De Othareb,
location,YE20063011000,Dee Calban,
location,YE20063010100,Deesom,
location,YE20063010700,Maqfah,
location,YE20063010400,Matban,
location,YE20063110700,Al-Dhaher,
location,YE20063110400,Al-Meshraq,
location,YE20063110300,Al-Shafeer,
location,YE20063110800,Al-Shebh,
location,YE20063110100,Asqan,
location,YE20063110200,Dalal,
location,YE20063110600,De Yahsob,
location,YE20063110500,Tanbeh,
location,YE20063210200,Al-Dhola,
location,YE20063210800,Al-Maghareb,
location,YE20063210500,Al-Mahjar,
location,YE20063210700,Al-Sharaf,
location,YE20063210600,Bait Al-Khaltah,
location,YE20063210100,Qardhah,
location,YE20063210300,Thee Al-Aram,
location,YE20063210400,Wadi Al-Nar,
location,YE20063310100,Al-Meshar,
location,YE20063310200,Halabah,
location,YE20063410700,Al-Mahelah,
location,YE20063410800,Al-Mazab,
location,YE20063410500,Al-Qaedah Al-Olya,
location,YE20063410400,Al-Sadaei,
location,YE20063410900,Al-Safa,
location,YE20063410300,Al-Wadi,
location,YE20063410600,Bani Masoud,
location,YE20063410200,Wala Al-Aalyah,
location,YE20063410100,Walah Al-Safelah,
location,YE20063511800,Al-Aden,
location,YE20063512800,Al-Ahyam,
location,YE20063510600,Al-Dhawaei,
location,YE20063512200,Al-Gharbi,
location,YE20063512500,Al-Harf Al-Ali,
location,YE20063512400,Al-Harf Al-Safel,
location,YE20063510700,Al-Heis,
location,YE20063513000,Al-Joub Al-Safel,
location,YE20063510200,Al-Mabrak,
location,YE20063511700,Al-Maghareb,
location,YE20063513100,Al-Masnouf,
location,YE20063512300,Al-Safeef,
location,YE20063511500,Al-Safyah,
location,YE20063511000,Al-Salaf,
location,YE20063510800,Al-Solfah,
location,YE20063510300,Al-Warafi,
location,YE20063511900,Dakhader,
location,YE20063512000,Dansab,
location,YE20063510500,De Awmah,
location,YE20063511200,De Qasr,
location,YE20063510400,De Sayed,
location,YE20063511100,De Seif,
location,YE20063510900,De Shaeeb,
location,YE20063511400,Faleeh,
location,YE20063511600,Madeejarah,
location,YE20063510100,Maqowrah,
location,YE20063512600,Mawfah,
location,YE20063512900,Sahlat Al-Ateel,
location,YE20063512700,Samwah,
location,YE20063512100,Sharahah,
location,YE20063511300,Tabh,
location,YE20063610800,Al-Barahah,
location,YE20063610600,Al-Qodmah,
location,YE20063611000,Al-Sharaqi,
location,YE20063610100,Awshan,
location,YE20063610400,Faraz,
location,YE20063610700,Marhadhah,
location,YE20063610200,Mawfah,
location,YE20063610300,Rajhah,
location,YE20063610500,Rajouf,
location,YE20063610900,Sarf,
location,YE20063710100,Al-Adani,
location,YE20063710500,Al-Dhuhrah,
location,YE20063710300,Al-Helah,
location,YE20063710200,Al-Oshr,
location,YE20063711000,Al-Sareeh,
location,YE20063710700,Ardhah,
location,YE20063710400,De Hay,
location,YE20063710800,Ghoban,
location,YE20063710600,Mahya,
location,YE20063711100,Salbah,
location,YE20063710900,Sharf Al-Qadhi,
location,YE20063813300,Abrah,
location,YE20063812500,A-Jathwah,
location,YE20063810500,Al-Cadash,
location,YE20063812900,Al-Dhola,
location,YE20063810200,Al-Hamra'a,
location,YE20063812800,Al-Jaboub,
location,YE20063812400,Al-Jund,
location,YE20063811800,Al-Mada,
location,YE20063812100,Al-Maidan,
location,YE20063812600,Al-Maqran,
location,YE20063810600,Al-Maqrodh,
location,YE20063812700,Al-Masrabah,
location,YE20063812200,Al-Matnah,
location,YE20063813100,Al-Mayadeen,
location,YE20063811900,Al-Mehdad,
location,YE20063811100,Al-Meshbab,
location,YE20063811400,Al-Qarn,
location,YE20063813200,Al-Qaryah Al-Alyah,
location,YE20063810300,Al-Qezaz,
location,YE20063810900,Al-Rameesh,
location,YE20063810800,Al-Sabeer,
location,YE20063811200,Al-Saqah,
location,YE20063812300,Al-Saradem,
location,YE20063813000,Al-Shaberah,
location,YE20063810100,Al-Taown,
location,YE20063810700,Arzah,
location,YE20063811000,Damwah,
location,YE20063810400,De Jamed,
location,YE20063811300,Dehmalah,
location,YE20063811500,Drein,
location,YE20063811700,Lacamah,
location,YE20063812000,Sabeihah,
location,YE20063813400,Shab,
location,YE20063811600,Thee Anqab,
location,YE20063910600,Al-Aneen,
location,YE20063910700,Al-Darm,
location,YE20063911000,Al-Qara,
location,YE20063910500,Al-Rakb,
location,YE20063910100,Al-Salol,
location,YE20063910300,Al-Tarf,
location,YE20063910200,Al-Wetta,
location,YE20063910800,Hal,
location,YE20063910400,Marqeeb,
location,YE20063910900,Sahlat Al-Ateel,
location,YE20064011600,Al-Aden,
location,YE20064011400,Al-Anasy,
location,YE20064010400,Al-Hajeel,
location,YE20064012100,Al-Jarfah,
location,YE20064010900,Al-Mabrak,
location,YE20064011100,Al-Madi,
location,YE20064011300,Al-Maqberah,
location,YE20064012300,Al-Meshrafah,
location,YE20064012000,Al-Musala,
location,YE20064010100,Al-Qaryah,
location,YE20064010700,Al-Sahlah,
location,YE20064011800,Al-Salhaf,
location,YE20064010500,Al-Sharaf,
location,YE20064012200,Bait Al-Haleiqi,
location,YE20064010600,Debayah,
location,YE20064010300,Debdhah,
location,YE20064010200,Deirah,
location,YE20064010800,Howaidan,
location,YE20064011000,Madrah,
location,YE20064011500,Mawbalah,
location,YE20064012400,Sahlah,
location,YE20064011200,Salal,
location,YE20064011900,Shanmah,
location,YE20064011700,Wadi Al-Nar,
location,YE20064110700,Al-Heyjanah,
location,YE20064110300,Al-Malaeeb,
location,YE20064110400,Al-Shafeer,
location,YE20064110500,Al-Tarfyah,
location,YE20064110800,Deiser,
location,YE20064110200,Harorah,
location,YE20064110100,Jowrah,
location,YE20064110600,Mahzar,
location,YE20064210600,Al-Hamr,
location,YE20064211600,Al-Hasah,
location,YE20064210500,Al-Lacamah,
location,YE20064211300,Al-Maghareb,
location,YE20064211100,Al-Mahal,
location,YE20064211700,Al-Maleh,
location,YE20064211500,Al-Manem,
location,YE20064210200,Al-Marem,
location,YE20064210700,Al-Mestah,
location,YE20064210400,Al-Qaraef,
location,YE20064211800,Al-Qardhah,
location,YE20064210300,Al-Sawbaq,
location,YE20064210900,Al-Sawhar,
location,YE20064210100,Al-Wahz,
location,YE20064211400,Dar Al-Jabr,
location,YE20064210800,De sabal,
location,YE20064212000,De Shawqab,
location,YE20064211900,Jamoush,
location,YE20064211200,Mubarakah,
location,YE20064212100,Qasht Mountain,
location,YE20064211000,Sahloulah,
location,YE20064310300,Al-Mahelah,
location,YE20064310400,Al-Mahfad,
location,YE20064310500,Al-Qawati Mountain,
location,YE20064310100,Al-Qwati,
location,YE20064310200,Al-Sharh,
location,YE20064410300,Al-Mahafeer,
location,YE20064410200,Al-Mashbour,
location,YE20064410400,Al-Meqdar,
location,YE20064410100,Di Habs,
location,YE20064510600,Al-Dhohr,
location,YE20064510300,Al-Hafah,
location,YE20064510400,Al-Meqtalah,
location,YE20064510500,Al-Sbal  Al-Deim,
location,YE20064510200,Jawbalah,
location,YE20064510100,Majzorah,
location,YE20064610800,Al-Atheer,
location,YE20064611800,Al-Barshyah,
location,YE20064611300,Al-Boqa,
location,YE20064611000,Al-Dhaher,
location,YE20064612000,Al-Dhuhrah,
location,YE20064611700,Al-Faqeer,
location,YE20064610700,Al-Jour,
location,YE20064610600,Al-Masatah,
location,YE20064611200,Al-Qabel,
location,YE20064612300,Al-Qawfah,
location,YE20064610100,Baraqah,
location,YE20064611500,De Alaan,
location,YE20064612200,De Al-Bukhary,
location,YE20064611600,De Asnah,
location,YE20064610300,De Carb,
location,YE20064611100,De Marash,
location,YE20064610200,De Qasht,
location,YE20064610500,Ghashmar,
location,YE20064612100,Heit Al-Fada,
location,YE20064611900,Masqalah,
location,YE20064610900,Murah,
location,YE20064611400,Shab Al-Salb,
location,YE20064610400,Wadi Al-Nafee'ei,
location,YE20064712800,Afash,
location,YE20064711300,Al-Areish Al-Ali,
location,YE20064710400,Al-Arshah,
location,YE20064712300,Al-Barhout,
location,YE20064710300,Al-Cadahah,
location,YE20064713000,Al-Dharf,
location,YE20064713100,Al-Hejaryah,
location,YE20064712700,Al-Madhabyah,
location,YE20064713200,Al-Madh'ha,
location,YE20064711600,Al-Mahjar,
location,YE20064710600,Al-Mahwal,
location,YE20064713300,Al-Makdoum,
location,YE20064710800,Al-Mezab,
location,YE20064710500,Al-Najari,
location,YE20064710900,Al-Qardhi,
location,YE20064712000,Al-Rabeedh,
location,YE20064711200,Al-Sahlah,
location,YE20064710100,Al-Sarabyah,
location,YE20064712600,Al-Shabyah,
location,YE20064711800,Al-Surm,
location,YE20064711100,Al-Thajah,
location,YE20064711400,Bab Al-Areish,
location,YE20064712500,De Onqb,
location,YE20064711500,De Qarsab,
location,YE20064711000,Dhameidah,
location,YE20064712200,Majeidarah,
location,YE20064710200,Makhlabah,
location,YE20064712400,Maqroudhah,
location,YE20064712100,Mazharah,
location,YE20064711900,Qabeeqabah,
location,YE20064710700,Shab Al-Rubaei,
location,YE20064711700,Shab Al-Sadaqah,
location,YE20064712900,Tanwoa,
location,YE20064810100,Al-Abr,
location,YE20064810300,Al-Bayadh,
location,YE20064810500,Al-Marbah,
location,YE20064810400,Al-Seerah,
location,YE20064810200,Dhahr,
location,YE20064810800,Hanyah,
location,YE20064810600,Hocamah,
location,YE20064810700,Mubarakah,
location,YE20064910600,Al-Aneen,
location,YE20064910500,Al-Hasa,
location,YE20064910800,Al-Jarah,
location,YE20064910700,Al-Mafef,
location,YE20064910100,Al-Mahelah,
location,YE20064910400,Al-Nejd,
location,YE20064910900,Dakheenah,
location,YE20064910200,De Asemi,
location,YE20064910300,De Mayen,
location,YE20065010500,Al-Adani,
location,YE20065011300,Al-Cadah,
location,YE20065011800,Al-Careef,
location,YE20065012400,Al-Harf,
location,YE20065011200,Al-Henkah,
location,YE20065011400,Al-Madhahy,
location,YE20065010900,Al-Qafl,
location,YE20065011100,Al-Salal,
location,YE20065012500,Al-Sarbah,
location,YE20065010600,Al-Thanbah,
location,YE20065012100,Al-Tuwal,
location,YE20065012300,Asalah,
location,YE20065011600,Bait Al-Beer,
location,YE20065011500,Bait Al-Shab,
location,YE20065012200,Bazal,
location,YE20065010700,Cadhar,
location,YE20065010200,De Hamr,
location,YE20065012600,Deife,
location,YE20065010400,Maeenah,
location,YE20065012700,Mareimadah,
location,YE20065011000,Mawalah,
location,YE20065010300,Qaedah and Al-Lacamah,
location,YE20065012000,Shab Al-Salb,
location,YE20065010800,Thee Al-Shab,
location,YE20065010100,Thee Hmad,
location,YE20065011900,Thee Kharman,
location,YE20065012800,Wadi Al-Ayn,
location,YE20065011700,Zararah,
location,YE20065114400,Adanah,
location,YE20065110600,Al-Bocah,
location,YE20065113000,Al-Cahl,
location,YE20065111700,Al-Dhahbri,
location,YE20065115200,Al-Dharmy,
location,YE20065115600,Al-Ghaflah,
location,YE20065110500,Al-Hajr,
location,YE20065112400,Al-Haqeeb,
