list_name,name,label::english,label::arabic,governorate,district,subdistrict
aidtype,support_solidwaste,Support for solid waste collection and disposal,??? ??? ??????? ?? ??????? ??????,,,
aidtype,dist_drinking_water,Distribution of free drinking water,????? ????? ???? ?????,,,
aidtype,dist_water_containers,Distribution of water containers ,????? ????? ?????? ??????,,,
aidtype,dist_chlorine,Distribution of chlorine or other disinfecting agents,????? ?????? ?? ????? ??????? ??????,,,
aidtype,dist_hygiene_kits,Distribution of basic/consumable hygiene kits,????? ??????? ??????? ???????? / ??????? ??????????,,,
aidtype,support_diharrea,Support of diarrhoea treatment centre,??? ???? ???? ????? ???????,,,
aidtype,hygiene_campeign,Hygiene behaviour campaign,???? ???? ???????,,,
aidtype,other,Other type of aid,??? ??? ?? ????? ,,,
aidtype,dkn,I don't know,?? ????,,,
aidtype,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
watersource,piped_compund,Piped water into compound,???? ?????? ????????? ??????,,,
watersource,piped_tap,Piped water connected to public tap,???? ?????? ????????? ?????? ????????? ??????,,,
watersource,borehole,Borehole,??? ???????,,,
watersource,protect_well,Protected well,??? ????,,,
watersource,protect_tank,Protected rainwater tank,???? ???? ????? ????,,,
watersource,protect_spring,Protected spring,??? ??? ????,,,
watersource,bottled_water,Bottled water,???? ?????,,,
watersource,water_trucking,Water trucking,???? ????,,,
watersource,illegal_piped,Illegal connection to piped network,?????? ???? ??? ???? ?? ???? ?????? ????????,,,
watersource,unprotect_tank,Unprotected rainwater tank,???? ???? ????? ??? ????,,,
watersource,unprotect_well,Unprotected well,??? ??? ????,,,
watersource,unprotect_spring,Unprotected spring,??? ??? ??? ????,,,
watersource,surface,"Surface water (river, damn, lake, pond, stream, canal)","???? ????? (??? ? ?? ? ????? ? ???? ? ???? ? ????)",,,
watersource,dnk,I don't know,?? ????,,,
watersource,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
smellwater,bad_smell,Bad smell,????? ????,,,
smellwater,bad_appearance,Bad appearance,???? ??,,,
smellwater,bad_taste,Bad taste,??? ??,,,
smellwater,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
how_many,none,Nobody (around 0%),?? ??? (????? 0%),,,
how_many,few,A few (around 25%),?????? (????? 25%),,,
how_many,half,About half (around 50%),????? ?????? (????? 50%),,,
how_many,most,Most (around 75%),?????? (????? 75%),,,
how_many,everyone,Everyone (around 100%),?????? (????? 100%),,,
how_many,dnk,I don't know,?? ????,,,
how_many,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
who,female_child,Female child (under 15 years),???? (??? ?? 15 ???),,,
who,women,Women,????,,,
who,male_child,Male child (under 15 years),??? (??? ?? 15 ???),,,
who,men,Men,???? ,,,
who,dnk,I don't know,?? ????,,,
who,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
accessibility,not_accessible,Not accessible,??? ?????,,,
accessibility,price_increase,Price increase,????? ?????,,,
accessibility,not_applicable,Not applicable (item was accessible and affordable),??? ?????(?????? ???? ?????? ???? ?????),,,
,,,,,,
,,,,,,
accessible,not_accessible,Not accessible,??? ?????,,,
accessible,price_increase,Price increase,????? ?????,,,
,,,,,,
,,,,,,
,,,,,,
distancehealth,less_30,Less than 30 minutes walking,??? ?? 30 ????? ?????,,,
distancehealth,30_30,30-60 minutes walking,30-60 ????? ?????,,,
distancehealth,more_60,More than 60 minutes walking,???? ?? 60 ????? ?????,,,
distancehealth,dnk,Don't know,?? ????,,,
distancehealth,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
healthbarrier,price,Price of consultation/treatment/medicine is too expensive (affordibility issue),??? ????????? ?????? ??????? ??????? ????? ???? (??? ?????? ??? ???? ????????),,,
healthbarrier,quality,The quality fo the services is low (bad sercice/unqualified or unfriendly staff),???? ???? ?? ???? ??? ??? ?? ????,,,
healthbarrier,overcrowded,The facility is overcrowded (there is not enough staff),??????? ?????? (?? ???? ???? ???),,,
healthbarrier,lack_medicines,There is a lack of medicines,??? ????? ??????,,,
healthbarrier,security,People cannot access a closer health facility due to security,?? ????? ????? ?? ?????? ??????? ?????? ??????? ?????,,,
healthbarrier,damage,Closer health facility is damaged/destroyed due to the conflict,??????? ?????? ??????? ????? ???? ????????,,,
healthbarrier,dnk,Don't know,?? ????,,,
healthbarrier,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
disposetrash,hh_pit,Household pit,???? ??????,,,
disposetrash,comm_pit,Communal pit,???? ??????,,,
disposetrash,hh_bin,Bin in the household/streets,????? ?? ?????\??????,,,
disposetrash,designated_area,Designated open area,??? ?????? ????,,,
disposetrash,undesignated_area,Undesignated open area,??? ?????? ??? ????,,,
disposetrash,bury,Bury it,?????,,,
disposetrash,burn,Burn it,?????,,,
disposetrash,other,Other (please specify):,???? (???? ???????),,,
disposetrash,dnk,I don't know,?? ???? ,,,
disposetrash,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
trashcollect,every_Day,Every day,?? ??? ,,,
trashcollect,once_week,Once a week,??? ?? ????? ,,,
trashcollect,once_month,Once a month,??? ?? ??? ,,,
trashcollect,less_once_month,Less than once a month,??? ?? ??? ?? ??? ,,,
trashcollect,never,Never collected,?? ??? ?????,,,
trashcollect,other,Other (please specify):,???? (???? ???????),,,
trashcollect,dnk,Don't know,?? ???? ,,,
trashcollect,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
latrinetype,flush,Flush or pour/flush toilet       ,????? ????/ ??,,,
latrinetype,pit_latrine,Pit latrine with a slab and platform  ,????? ????/ ???? ????? ?????,,,
latrinetype,pit_vip,Pit VIP toilet      ,???? ???? ????????,,,
latrinetype,hole,Open hole  ,???? ??????,,,
latrinetype,pit_no_slab,Pit latrine without a slab or platform    ,????? ???? ???? ??? ?? ????,,,
latrinetype,bucket,Bucket toilet ,????? ???,,,
latrinetype,plastic_beg,Plastic bag,??? ????????,,,
latrinetype,hanging_toilet,Hanging toilet/latrine,   ????/ ????? ????,,,
latrinetype,none_open,"None of the above, open defecation          ","?? ??? ??? ???? ?????? ?? ??????. ",,,
latrinetype,dnk,I don't know,?? ???? ,,,
latrinetype,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
orswho,women,Women,????,,,
orswho,men,Men,???? ,,,
orswho,children,Children,?????,,,
orswho,other,Other (please specify):,???? (???? ???????),,,
orswho,dnk,I don't know,?? ???? ,,,
orswho,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
wateraccess,waterpoints_far,Waterpoints are too far,???? ?????? ????? ???,,,
wateraccess,waterpouint_noreach,Waterpoints are difficult to reach (especially for people with disabilities),????? ?????? ??? ???? ?????? (?????? ?? ??? ??? ???????) ,,,
wateraccess,dangerous,Fetching water is a dangerous activity,??? ?????? ???? ???? ???,,,
wateraccess,groups_noaccess,"Some groups (children, women, elderly, ethnic minorities, IDPs, etc.) do not have access to the water points",??? ????????? (??????? ??????? ????? ???? ????????? ??????? ?????????) ?? ?????? ?????? ??? ???? ??????,,,
wateraccess,water_expensive,Water is too expensive,??? ?????? ???? ???? ???? ???????,,,
wateraccess,storage_expensive,Storage containers are too expensive,?????? ????? ?????? ????? ???,,,
wateraccess,waiting_time,Insufficient number of water points/ waiting time at water points,??? ????? ??? ???? ??????/ ??? ???????? ??? ???? ??????,,,
wateraccess,waterpoints_closed,Water points are not functioning or closed,???? ?????? ?? ????  ?? ?????,,,
wateraccess,not_available,Water is not available at the market,?????? ??? ?????? ?? ?????,,,
wateraccess,water_bedtaste,People don't like the taste/quality of the water,??????? ?? ????? ???/ ???? ??????,,,
wateraccess,other,Other (please specify):,???? (??? ???????),,,
wateraccess,dnk,I don't know,?? ????,,,
wateraccess,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
soapaccess,far_away,The market is too far away,????? ???? ???,,,
soapaccess,dangerous,Going to the market is dangerous,?????? ????? ???? ???,,,
soapaccess,groups_noaccess,"Some groups (children, women, elderly, ethnic minorities, IDPs, etc.) do not have access to the market",??? ????????? (??????? ??????? ????????? ????????? ????.) ?? ?????? ?????? ?????,,,
soapaccess,soap_expensive,Soap is too expensive for some people,??????? ???? ??? ???? ???????,,,
soapaccess,not_available,Soap is not available at the market,??????? ??? ????? ?? ?????,,,
soapaccess,bad_qualoty,Some people do not like the quality of the soap,??? ??????? ?? ????? ???? ???????,,,
soapaccess,other,Other (please specify):,???? (???? ???????),,,
soapaccess,dnk,I don't know,?? ????,,,
soapaccess,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
year,2019,2019,2019,,,
year,2018,2018,2018,,,
year,2017,2017,2017,,,
year,2016,2016,2016,,,
year,2015,2015,2015,,,
year,2014,2014,2014,,,
year,2013,2013,2013,,,
year,earlier,In earlier years,??? ??? (?? ??????? ???????),,,
year,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
month,jan,January,?????,,,
month,feb,February,??????,,,
month,mar,March,????,,,
month,apr,April,?????,,,
month,may,May,????,,,
month,jun,June,?????,,,
month,jul,July,?????,,,
month,aug,August,?????,,,
month,sept,September,??????,,,
month,oct,October,??????,,,
month,nov,November,??????,,,
month,dec,December,??????,,,
month,dnk,I don't know,?? ????,,,
month,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
latrineaccess,no_latrines,Lack of sanitation facilities (latrines/toilets) / facilities too crowded,??? ????? ????? ????? (?????/ ????)/ ?? ??????? ?????? ????,,,
latrineaccess,latrines_notfunctioning,Sanitation facilities (latrines/toilets) are not functioning or full (overflowing septic tanks),????? ????? ????? (?????/ ????) ?? ???? ?? ?????? (?????? ????? ????? ?????),,,
latrineaccess,latrines_nosewage,Sanitation facilities (latrines/toilets) lack a system/trucks for removing sewage tank,????? ????? ????? (?????/ ????) ????? ??????/ ???? ?????? ????? ?????? ?? ????? ???? ????? ????? ,,,
latrineaccess,pipes_broken,The sewage pipes are broken,?????? ????? ????? ??????,,,
latrineaccess,sewage_street,There is sewage in the streets,???? ??????? ???? ?? ?????? ,,,
latrineaccess,latines_unclean,Sanitation facilities (latrines/toilets) are unclean/unhygienic,????? ????? ????? (?????/ ????) ??? ?????/ ??? ????,,,
latrineaccess,latines_noprivacy,Sanitation facilities (latrines/toilets) are not private (no locks/door/walls/lighting etc.),"?????? ???????? ?? ????? ????? ????? (?????/ ????) (?? ???? ?????/ ???/ ????? ?????/ ?????/ ???)",,,
latrineaccess,latrines_nosegreg,Sanitation facilities (latrines/toilets) are not segregated between men and women,????? ????? ????? (?????/ ????) ??? ?????? ??? ?????? ??????? ,,,
latrineaccess,latrines_toofar,Sanitation facilities (latrines/toilets) are too far,????? ????? ????? (?????/ ????) ????? ??? ,,,
latrineaccess,latrines_noreach,Sanitation facilities (latrines/toilets) are difficult to reach (especially for people with disabilities),  ????? ????? ????? (?????/ ????) ???? ?????? (?????? ???? ?????????? ??????) ,,,
latrineaccess,dangerous,Going to the sanitation facilities (latrines/toilets) is dangerous,?????? ?????? ????? ????? (?????/ ????) ????,,,
latrineaccess,groups_noaccess,"Some groups (children, women, elderly, ethnic minorities, etc.) do not have access to sanitation  facilities (latrines/toilets) ","??? ????????? (?????? ????? ???? ????? ???????? ???????? ???) ?? ?????? ?????? ?????? ????? ????? (?????/ ????)",,,
latrineaccess,dnk,I don't know,?? ????,,,
latrineaccess,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
accessgroup,women_girls,Women/girls,????\?????,,,
accessgroup,men_boys,Men/boys,????\?????,,,
accessgroup,disabled,People with disabilities,??? ???????,,,
accessgroup,elderly,Elderly people,???? ????,,,
accessgroup,minorities,Marginalized people (minorities),????????,,,
accessgroup,other,Other (please specify):,???? (???? ???????),,,
accessgroup,dnk,I don't know,?? ????,,,
accessgroup,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
treatmethod,settle,Let it stand and settle,????? ????? ,,,
treatmethod,boil,Boil it,?????,,,
treatmethod,sunlight,Expose it to sunlight,??????? ????? ,,,
treatmethod,chlorine,Chlorine (tablets/powder/liquid),??????? ????? ?????? ?? ?????? ?? ??????? ???  ,,,
treatmethod,hh_filter,Household filter,??????? ???? ?? ????? ??????/ ,,,
treatmethod,other,Other (please specify):,???? (???? ???????):,,,
treatmethod,dnk,I don't know,?? ????,,,
treatmethod,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
watercoping,less_preferred_drink,"Rely on less preferred (unimproved/untreated) water sources for drinking water
","???????? ??? ????? ?????? ????? ??????? (??? ??????? / ??? ????????) ????? ?????

",,,
watercoping,surface_water_drink,Rely on surface water for drinking water,???????? ??? ?????? ??????? ??????? ?????,,,
watercoping,less_preferred_cooking,"Rely on less preferred (unimproved/untreated) water sources for other purposes such as cooking and washing
","???????? ??? ????? ?????? ????? ??????? (??? ??????? / ??? ????????) ?????? ??? ?????? ??????

",,,
watercoping,surface_water_cooking,"Rely on surface water for other purposes such as cooking and washing
",???????? ??? ????? ???? ?????? ??? ????? ???????,,,
watercoping,fetch_farway,"Fetch water at a source further than the usual one
",????? ?????? ?? ???? ???? ?? ???????,,,
watercoping,send_child,Send children to fetch water,????? ??????? ???? ??????,,,
watercoping,fetch_indangerous,"Fetch water at a source that could be dangerous
",????? ?????? ?? ???? ????? ?????,,,
watercoping,used_money_tobuy,"Spend money (or credit) on water that should otherwise be used for other purposes
",??? ?????? ?? ?????? ?????? ?????? ???? ??? ?????? ,,,
watercoping,reduce_drinking,Reduce drinking water consumption (drink less),????? ??????? ???? ????? (??? ????? ???),,,
watercoping,reduce_cooking,"Reduce water consumption for other purposes (bathe less, etc.)",????? ??????? ?????? ??????? ?????? (????????? ?? ?????? ???..???),,,
watercoping,other,Other (please specify):,???? (???? ???????):,,,
watercoping,dnk,I don't know,?? ????,,,
watercoping,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
whynot_treat,no_need,There is no need as they feel water they collect is clean and does not need to be treated,?? ???? ??????? ?????? ????? ?????? ?? ?????? ???? ???????? ????? ??? ????? ??? ??????,,,
whynot_treat,no_purification,They don't have materials for water purification/treatment,??? ????? ???? ??????/ ?????? ?????? ,,,
whynot_treat,treat_toolong,Treating water takes too much time,?????? ?????? ???? ?????? ?? ?????,,,
whynot_treat,treat_tooexpensive,Treating water costs too much money,?????? ?????? ???? ?????? ?? ?????,,,
whynot_treat,no_knowledge,They don't know any treatment methods,?? ?????? ?? ????? ??????? ??????,,,
whynot_treat,other,Other (please specify):,???? (???? ???????),,,
whynot_treat,dnk,I don't know,?? ????,,,
whynot_treat,refuse,Refuse to answer (DO NOT READ),??? ??????? (?? ????),,,
,,,,,,
phonepaper,phone,Mobile phone,???? ?????,,,
phonepaper,paper,Paper form,????? ????,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
governorate,YE12,Abyan,????,,,
governorate,YE24,Aden,???,,,
governorate,YE14,Al Bayda,???????,,,
governorate,YE30,Al Dhale'e,??????,,,
governorate,YE18,Al Hudaydah,???????,,,
governorate,YE16,Al Jawf,?????,,,
governorate,YE28,Al Maharah,??????,,,
governorate,YE27,Al Mahwit,???????,,,
governorate,YE29,Amran,?????,,,
governorate,YE20,Dhamar,????,,,
governorate,YE19,Hadramaut,??????,,,
governorate,YE17,Hajjah,???,,,
governorate,YE11,Ibb,??,,,
governorate,YE25,Lahj,???,,,
governorate,YE26,Marib,????,,,
governorate,YE31,Raymah,????,,,
governorate,YE22,Sa'ada,????,,,
governorate,YE23,Sana'a,?????,,,
governorate,YE21,Shabwah,????,,,
governorate,YE32,Socotra,?????,,,
governorate,YE15,Taizz,???,,,
governorate,YE13,Amanat Al Asimah,????? ???????,,,
,,,,,,
,,,,,,
,,,,,,
